Dominant_Topic,Topic_Perc_Contrib,Keywords
4,0.7718309760093689,"company,financial,year,stock,service,revenue,include,market,may,business"
18,0.8691765666007996,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
6,0.5198847651481628,"merchant,sale,year,stock,share,company,financial,cost,may,include"
4,0.41946372389793396,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.8214437365531921,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.3394235074520111,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.6968792676925659,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.3667249381542206,"loan,financial,interest,income,value,security,asset,loss,rate,net"
2,0.730760931968689,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.480983167886734,"loan,interest,company,asset,financial,loss,security,value,rate,year"
14,0.5390278100967407,"credit,financial,year,cash,company,interest,income,sale,end,loan"
19,0.646476686000824,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.6563615798950195,"loan,financial,interest,income,value,security,asset,loss,rate,net"
18,0.9548831582069397,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.5012893080711365,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.6524322032928467,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.6211716532707214,"loan,interest,company,asset,financial,loss,security,value,rate,year"
14,0.5219866633415222,"credit,financial,year,cash,company,interest,income,sale,end,loan"
15,0.939137876033783,"trust,interest,unit,property,royalty,net,gas,production,price,income"
15,0.999920129776001,"trust,interest,unit,property,royalty,net,gas,production,price,income"
16,0.7635379433631897,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
12,0.8152381777763367,"property,may,interest,share,year,income,investment,value,rate,real"
18,0.7164660692214966,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
13,0.5929369926452637,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.7490715980529785,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7371230125427246,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.9222840666770935,"company,financial,bank,may,loan,report,capital,institution,include,risk"
3,0.953923225402832,"company,loan,interest,financial,note,share,statement,agreement,real,director"
8,0.937420666217804,"company,property,interest,year,income,share,financial,lease,include,net"
16,0.4899929165840149,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
13,0.5315870046615601,"loan,financial,interest,income,value,security,asset,loss,rate,net"
5,0.7070385217666626,"mortgage,loan,security,loss,value,rate,interest,credit,purchase,fair"
16,0.6716769933700562,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
8,0.6625015139579773,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.6262531876564026,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.9385373592376709,"company,financial,bank,may,loan,report,capital,institution,include,risk"
12,0.5560544729232788,"property,may,interest,share,year,income,investment,value,rate,real"
19,0.8982792496681213,"loan,interest,company,asset,financial,loss,security,value,rate,year"
14,0.7363804578781128,"credit,financial,year,cash,company,interest,income,sale,end,loan"
8,0.41701167821884155,"company,property,interest,year,income,share,financial,lease,include,net"
18,0.8799970149993896,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
13,0.6783369779586792,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.42194893956184387,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.6351310014724731,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.8916581273078918,"loan,interest,company,asset,financial,loss,security,value,rate,year"
3,0.40056896209716797,"company,loan,interest,financial,note,share,statement,agreement,real,director"
13,0.5262245535850525,"loan,financial,interest,income,value,security,asset,loss,rate,net"
17,0.7761180996894836,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
8,0.8527271151542664,"company,property,interest,year,income,share,financial,lease,include,net"
13,0.4035484194755554,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.8554040193557739,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.5409738421440125,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.7626361846923828,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
12,0.7707013487815857,"property,may,interest,share,year,income,investment,value,rate,real"
4,0.9628260731697083,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.5841366648674011,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.5863666534423828,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.8249678015708923,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
4,0.8401825428009033,"company,financial,year,stock,service,revenue,include,market,may,business"
11,0.8245883584022522,"investment,company,fund,financial,asset,share,income,net,year,management"
15,0.8458676338195801,"trust,interest,unit,property,royalty,net,gas,production,price,income"
8,0.4960167407989502,"company,property,interest,year,income,share,financial,lease,include,net"
0,0.9997286796569824,"company,financial,bank,may,loan,report,capital,institution,include,risk"
9,0.7806506752967834,"company,stock,dbsd,class,share,common,may,financial,right,cash"
13,0.767957329750061,"loan,financial,interest,income,value,security,asset,loss,rate,net"
0,0.8471238017082214,"company,financial,bank,may,loan,report,capital,institution,include,risk"
0,0.8329390287399292,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.5295113921165466,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.6298364400863647,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
18,0.6308621764183044,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
0,0.6713281273841858,"company,financial,bank,may,loan,report,capital,institution,include,risk"
4,0.6073665618896484,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.7820648550987244,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.566159188747406,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.9722965359687805,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.9460244178771973,"loan,interest,company,asset,financial,loss,security,value,rate,year"
12,0.5646908283233643,"property,may,interest,share,year,income,investment,value,rate,real"
19,0.5889652967453003,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.6804894804954529,"company,property,interest,year,income,share,financial,lease,include,net"
18,0.7615439295768738,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.5930512547492981,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7522952556610107,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.9208598732948303,"company,property,interest,year,income,share,financial,lease,include,net"
0,0.9817685484886169,"company,financial,bank,may,loan,report,capital,institution,include,risk"
2,0.6057599186897278,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
0,0.8261227011680603,"company,financial,bank,may,loan,report,capital,institution,include,risk"
0,0.7952651381492615,"company,financial,bank,may,loan,report,capital,institution,include,risk"
4,0.8139892816543579,"company,financial,year,stock,service,revenue,include,market,may,business"
16,0.458418607711792,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
4,0.7813180088996887,"company,financial,year,stock,service,revenue,include,market,may,business"
12,0.5903971195220947,"property,may,interest,share,year,income,investment,value,rate,real"
13,0.8138132691383362,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.7126797437667847,"loan,interest,company,asset,financial,loss,security,value,rate,year"
12,0.8713098168373108,"property,may,interest,share,year,income,investment,value,rate,real"
2,0.6721711754798889,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.8276554942131042,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.9055124521255493,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
8,0.7997822165489197,"company,property,interest,year,income,share,financial,lease,include,net"
8,0.6608675122261047,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.4055568277835846,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.648469090461731,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.7468079924583435,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
4,0.47887465357780457,"company,financial,year,stock,service,revenue,include,market,may,business"
13,0.6607823967933655,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.5987475514411926,"loan,interest,company,asset,financial,loss,security,value,rate,year"
2,0.7296828031539917,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
4,0.8906183242797852,"company,financial,year,stock,service,revenue,include,market,may,business"
17,0.9246148467063904,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
8,0.5799893140792847,"company,property,interest,year,income,share,financial,lease,include,net"
10,0.6537370085716248,"loan,credit,value,loss,interest,asset,include,rate,net,income"
4,0.8366103172302246,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.522660493850708,"loan,interest,company,asset,financial,loss,security,value,rate,year"
12,0.692070722579956,"property,may,interest,share,year,income,investment,value,rate,real"
2,0.4948267638683319,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.5950326323509216,"loan,interest,company,asset,financial,loss,security,value,rate,year"
12,0.5644456148147583,"property,may,interest,share,year,income,investment,value,rate,real"
0,0.9998283386230469,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.659410297870636,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.8165438771247864,"company,financial,bank,may,loan,report,capital,institution,include,risk"
8,0.5295512676239014,"company,property,interest,year,income,share,financial,lease,include,net"
17,0.7349817752838135,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
3,0.5746244788169861,"company,loan,interest,financial,note,share,statement,agreement,real,director"
13,0.7992174029350281,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.4912826716899872,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.8207492828369141,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.6018427014350891,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.9497482776641846,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
10,0.9101938605308533,"loan,credit,value,loss,interest,asset,include,rate,net,income"
4,0.4090709388256073,"company,financial,year,stock,service,revenue,include,market,may,business"
18,0.5104632377624512,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
18,0.9478192925453186,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.5501143336296082,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.8456412553787231,"loan,interest,company,asset,financial,loss,security,value,rate,year"
3,0.8546196818351746,"company,loan,interest,financial,note,share,statement,agreement,real,director"
18,0.636257529258728,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
6,0.35964909195899963,"merchant,sale,year,stock,share,company,financial,cost,may,include"
10,0.4180999994277954,"loan,credit,value,loss,interest,asset,include,rate,net,income"
0,0.6191781163215637,"company,financial,bank,may,loan,report,capital,institution,include,risk"
18,0.9153801798820496,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
4,0.7314771413803101,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.7015330195426941,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.3719385266304016,"loan,financial,interest,income,value,security,asset,loss,rate,net"
18,0.9557402729988098,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
8,0.7677579522132874,"company,property,interest,year,income,share,financial,lease,include,net"
13,0.9759328365325928,"loan,financial,interest,income,value,security,asset,loss,rate,net"
13,0.950998842716217,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.8987895250320435,"loan,interest,company,asset,financial,loss,security,value,rate,year"
16,0.49636369943618774,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
13,0.4552498757839203,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.9773058891296387,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7549958825111389,"loan,interest,company,asset,financial,loss,security,value,rate,year"
15,0.9936748147010803,"trust,interest,unit,property,royalty,net,gas,production,price,income"
18,0.9490618109703064,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.9474338889122009,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7869124412536621,"loan,interest,company,asset,financial,loss,security,value,rate,year"
11,0.47652769088745117,"investment,company,fund,financial,asset,share,income,net,year,management"
19,0.7423956990242004,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.6667385697364807,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.4054372012615204,"loan,financial,interest,income,value,security,asset,loss,rate,net"
4,0.743505597114563,"company,financial,year,stock,service,revenue,include,market,may,business"
13,0.4882431626319885,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.903032660484314,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.770717978477478,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.8406745195388794,"company,financial,year,stock,service,revenue,include,market,may,business"
8,0.9110804200172424,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.644867479801178,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.9915178418159485,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.9365663528442383,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
4,0.617192804813385,"company,financial,year,stock,service,revenue,include,market,may,business"
16,0.29238077998161316,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
19,0.9117488265037537,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.8671766519546509,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
2,0.8009403944015503,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.6535428166389465,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.5483740568161011,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.4803551435470581,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.6131613850593567,"company,financial,year,stock,service,revenue,include,market,may,business"
18,0.8435441851615906,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.5371120572090149,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.5017594695091248,"company,financial,bank,may,loan,report,capital,institution,include,risk"
4,0.37068498134613037,"company,financial,year,stock,service,revenue,include,market,may,business"
11,0.8187280893325806,"investment,company,fund,financial,asset,share,income,net,year,management"
19,0.6018280386924744,"loan,interest,company,asset,financial,loss,security,value,rate,year"
16,0.3179806172847748,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
19,0.7434784173965454,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.9100613594055176,"company,financial,bank,may,loan,report,capital,institution,include,risk"
2,0.6851793527603149,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.32597407698631287,"loan,interest,company,asset,financial,loss,security,value,rate,year"
1,0.7994046807289124,"insurance,company,loss,financial,year,value,premium,claim,mortgage,net"
2,0.3753834068775177,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
16,0.49790728092193604,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
0,0.8396672606468201,"company,financial,bank,may,loan,report,capital,institution,include,risk"
12,0.5285667777061462,"property,may,interest,share,year,income,investment,value,rate,real"
13,0.9281786680221558,"loan,financial,interest,income,value,security,asset,loss,rate,net"
12,0.22833465039730072,"property,may,interest,share,year,income,investment,value,rate,real"
11,0.7249822616577148,"investment,company,fund,financial,asset,share,income,net,year,management"
19,0.7569296956062317,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.5743656754493713,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.5256922245025635,"loan,financial,interest,income,value,security,asset,loss,rate,net"
2,0.8140748143196106,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
0,0.9621056318283081,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.8902572989463806,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.8667098879814148,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.8562095761299133,"loan,interest,company,asset,financial,loss,security,value,rate,year"
11,0.9701417684555054,"investment,company,fund,financial,asset,share,income,net,year,management"
17,0.29282721877098083,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
6,0.4696393609046936,"merchant,sale,year,stock,share,company,financial,cost,may,include"
0,0.5460264086723328,"company,financial,bank,may,loan,report,capital,institution,include,risk"
4,0.8242146968841553,"company,financial,year,stock,service,revenue,include,market,may,business"
18,0.6505573391914368,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
4,0.6986647844314575,"company,financial,year,stock,service,revenue,include,market,may,business"
2,0.6823870539665222,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.85959392786026,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.5057353377342224,"loan,interest,company,asset,financial,loss,security,value,rate,year"
1,0.9545025825500488,"insurance,company,loss,financial,year,value,premium,claim,mortgage,net"
0,0.461904376745224,"company,financial,bank,may,loan,report,capital,institution,include,risk"
16,0.42506104707717896,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
0,0.9956009387969971,"company,financial,bank,may,loan,report,capital,institution,include,risk"
16,0.5377197265625,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
11,0.5075854063034058,"investment,company,fund,financial,asset,share,income,net,year,management"
8,0.9627450704574585,"company,property,interest,year,income,share,financial,lease,include,net"
8,0.41731908917427063,"company,property,interest,year,income,share,financial,lease,include,net"
10,0.7318071126937866,"loan,credit,value,loss,interest,asset,include,rate,net,income"
4,0.7071094512939453,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.4494848847389221,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.8966938257217407,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
4,0.6172152161598206,"company,financial,year,stock,service,revenue,include,market,may,business"
13,0.474660187959671,"loan,financial,interest,income,value,security,asset,loss,rate,net"
12,0.558645486831665,"property,may,interest,share,year,income,investment,value,rate,real"
3,0.33986443281173706,"company,loan,interest,financial,note,share,statement,agreement,real,director"
19,0.7529043555259705,"loan,interest,company,asset,financial,loss,security,value,rate,year"
1,0.5239816308021545,"insurance,company,loss,financial,year,value,premium,claim,mortgage,net"
19,0.9181141257286072,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.7430547475814819,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
10,0.37124940752983093,"loan,credit,value,loss,interest,asset,include,rate,net,income"
8,0.6686750054359436,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.883881151676178,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.9016948938369751,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.5628906488418579,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.8557249307632446,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.7841508388519287,"company,property,interest,year,income,share,financial,lease,include,net"
0,0.6978200078010559,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.9914090037345886,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.8381237983703613,"company,financial,bank,may,loan,report,capital,institution,include,risk"
3,0.7040748596191406,"company,loan,interest,financial,note,share,statement,agreement,real,director"
0,0.48449522256851196,"company,financial,bank,may,loan,report,capital,institution,include,risk"
11,0.9657405614852905,"investment,company,fund,financial,asset,share,income,net,year,management"
19,0.5218010544776917,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.4353421628475189,"loan,interest,company,asset,financial,loss,security,value,rate,year"
15,0.9351613521575928,"trust,interest,unit,property,royalty,net,gas,production,price,income"
12,0.49828141927719116,"property,may,interest,share,year,income,investment,value,rate,real"
19,0.7514190673828125,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.9615377187728882,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.9825578927993774,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
13,0.5942043662071228,"loan,financial,interest,income,value,security,asset,loss,rate,net"
10,0.9333301186561584,"loan,credit,value,loss,interest,asset,include,rate,net,income"
0,0.5711732506752014,"company,financial,bank,may,loan,report,capital,institution,include,risk"
13,0.7919745445251465,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.7865682244300842,"loan,interest,company,asset,financial,loss,security,value,rate,year"
16,0.388115257024765,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
19,0.3587300479412079,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.5372756719589233,"loan,interest,company,asset,financial,loss,security,value,rate,year"
16,0.5074878334999084,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
19,0.41809695959091187,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7715998888015747,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.5691753625869751,"company,financial,year,stock,service,revenue,include,market,may,business"
8,0.8447955846786499,"company,property,interest,year,income,share,financial,lease,include,net"
8,0.6461995840072632,"company,property,interest,year,income,share,financial,lease,include,net"
16,0.5884557962417603,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
19,0.7622098922729492,"loan,interest,company,asset,financial,loss,security,value,rate,year"
10,0.6026721000671387,"loan,credit,value,loss,interest,asset,include,rate,net,income"
18,0.8134509325027466,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
15,0.9955133199691772,"trust,interest,unit,property,royalty,net,gas,production,price,income"
16,0.6153193116188049,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
11,0.3158577084541321,"investment,company,fund,financial,asset,share,income,net,year,management"
19,0.7484220266342163,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.5805631875991821,"loan,financial,interest,income,value,security,asset,loss,rate,net"
0,0.9998367428779602,"company,financial,bank,may,loan,report,capital,institution,include,risk"
18,0.9264678359031677,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.8476074934005737,"loan,interest,company,asset,financial,loss,security,value,rate,year"
15,0.37690359354019165,"trust,interest,unit,property,royalty,net,gas,production,price,income"
0,0.8076635599136353,"company,financial,bank,may,loan,report,capital,institution,include,risk"
2,0.5877575278282166,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
10,0.8944634199142456,"loan,credit,value,loss,interest,asset,include,rate,net,income"
10,0.4538973867893219,"loan,credit,value,loss,interest,asset,include,rate,net,income"
18,0.9005521535873413,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.7866953611373901,"loan,interest,company,asset,financial,loss,security,value,rate,year"
11,0.8826957941055298,"investment,company,fund,financial,asset,share,income,net,year,management"
2,0.7785428166389465,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
18,0.8825397491455078,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.609536349773407,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.9778880476951599,"company,financial,year,stock,service,revenue,include,market,may,business"
16,0.5510655045509338,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
19,0.5943275690078735,"loan,interest,company,asset,financial,loss,security,value,rate,year"
2,0.8383563160896301,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.8565829992294312,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.8314529061317444,"loan,financial,interest,income,value,security,asset,loss,rate,net"
18,0.97378009557724,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.8219227194786072,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.5812832713127136,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.5909638404846191,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.7665318250656128,"company,financial,year,stock,service,revenue,include,market,may,business"
18,0.7363330125808716,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
17,0.810840368270874,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
19,0.6166772842407227,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.7278206944465637,"company,property,interest,year,income,share,financial,lease,include,net"
13,0.5449306964874268,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.4559449255466461,"loan,interest,company,asset,financial,loss,security,value,rate,year"
11,0.315705806016922,"investment,company,fund,financial,asset,share,income,net,year,management"
19,0.5883382558822632,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.8470472693443298,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.5668469667434692,"loan,financial,interest,income,value,security,asset,loss,rate,net"
0,0.9438130855560303,"company,financial,bank,may,loan,report,capital,institution,include,risk"
16,0.31233319640159607,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
0,0.8592209815979004,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.6852070689201355,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.6997601389884949,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.6775753498077393,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.6702420711517334,"loan,interest,company,asset,financial,loss,security,value,rate,year"
12,0.7904039621353149,"property,may,interest,share,year,income,investment,value,rate,real"
13,0.5744105577468872,"loan,financial,interest,income,value,security,asset,loss,rate,net"
8,0.8499501347541809,"company,property,interest,year,income,share,financial,lease,include,net"
0,0.9997783303260803,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.8051477670669556,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.7671797871589661,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
18,0.521210789680481,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.7222694754600525,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.9012728333473206,"company,property,interest,year,income,share,financial,lease,include,net"
12,0.7919735312461853,"property,may,interest,share,year,income,investment,value,rate,real"
0,0.2661527693271637,"company,financial,bank,may,loan,report,capital,institution,include,risk"
8,0.9999628067016602,"company,property,interest,year,income,share,financial,lease,include,net"
13,0.5529249906539917,"loan,financial,interest,income,value,security,asset,loss,rate,net"
2,0.8808178305625916,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
