Dominant_Topic,Topic_Perc_Contrib,Keywords
10,0.32525259256362915,"loan,credit,value,loss,interest,asset,include,rate,net,income"
8,0.3452740013599396,"company,property,interest,year,income,share,financial,lease,include,net"
4,0.5127288103103638,"company,financial,year,stock,service,revenue,include,market,may,business"
0,0.565933883190155,"company,financial,bank,may,loan,report,capital,institution,include,risk"
0,0.9906647801399231,"company,financial,bank,may,loan,report,capital,institution,include,risk"
2,0.505344808101654,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.8361895084381104,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.728669285774231,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.8069863319396973,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
0,0.5764722228050232,"company,financial,bank,may,loan,report,capital,institution,include,risk"
12,0.8035346865653992,"property,may,interest,share,year,income,investment,value,rate,real"
16,0.5122262835502625,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
19,0.7114629745483398,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.8297747373580933,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.5562559962272644,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.8150420784950256,"loan,interest,company,asset,financial,loss,security,value,rate,year"
11,0.45968925952911377,"investment,company,fund,financial,asset,share,income,net,year,management"
2,0.9100081920623779,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
13,0.6779683232307434,"loan,financial,interest,income,value,security,asset,loss,rate,net"
15,0.9998941421508789,"trust,interest,unit,property,royalty,net,gas,production,price,income"
16,0.3560851216316223,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
4,0.49821460247039795,"company,financial,year,stock,service,revenue,include,market,may,business"
5,0.8575249314308167,"mortgage,loan,security,loss,value,rate,interest,credit,purchase,fair"
8,0.71826171875,"company,property,interest,year,income,share,financial,lease,include,net"
3,0.3322388529777527,"company,loan,interest,financial,note,share,statement,agreement,real,director"
10,0.8966504335403442,"loan,credit,value,loss,interest,asset,include,rate,net,income"
19,0.5789192914962769,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.6019725799560547,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.9829874038696289,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.6016709208488464,"loan,interest,company,asset,financial,loss,security,value,rate,year"
3,0.6179118156433105,"company,loan,interest,financial,note,share,statement,agreement,real,director"
12,0.8856610655784607,"property,may,interest,share,year,income,investment,value,rate,real"
18,0.604361891746521,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
4,0.3297950029373169,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.8002680540084839,"loan,interest,company,asset,financial,loss,security,value,rate,year"
10,0.9585925340652466,"loan,credit,value,loss,interest,asset,include,rate,net,income"
13,0.4313715696334839,"loan,financial,interest,income,value,security,asset,loss,rate,net"
17,0.9549837708473206,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
19,0.8763556480407715,"loan,interest,company,asset,financial,loss,security,value,rate,year"
2,0.7662072777748108,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
13,0.5938107371330261,"loan,financial,interest,income,value,security,asset,loss,rate,net"
0,0.9310969710350037,"company,financial,bank,may,loan,report,capital,institution,include,risk"
3,0.6111958622932434,"company,loan,interest,financial,note,share,statement,agreement,real,director"
19,0.5590777397155762,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7063480615615845,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.9404225945472717,"company,financial,bank,may,loan,report,capital,institution,include,risk"
2,0.635938823223114,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.7863085269927979,"loan,interest,company,asset,financial,loss,security,value,rate,year"
11,0.48223361372947693,"investment,company,fund,financial,asset,share,income,net,year,management"
4,0.5348208546638489,"company,financial,year,stock,service,revenue,include,market,may,business"
4,0.5893325805664062,"company,financial,year,stock,service,revenue,include,market,may,business"
18,0.9436618089675903,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
13,0.6412188410758972,"loan,financial,interest,income,value,security,asset,loss,rate,net"
2,0.5231531858444214,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
11,0.9926023483276367,"investment,company,fund,financial,asset,share,income,net,year,management"
15,0.28487804532051086,"trust,interest,unit,property,royalty,net,gas,production,price,income"
19,0.4647916853427887,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.5626459121704102,"loan,financial,interest,income,value,security,asset,loss,rate,net"
0,0.9556401371955872,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.5719597339630127,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.689102053642273,"company,financial,year,stock,service,revenue,include,market,may,business"
4,0.8460973501205444,"company,financial,year,stock,service,revenue,include,market,may,business"
16,0.48804518580436707,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
3,0.8624796271324158,"company,loan,interest,financial,note,share,statement,agreement,real,director"
13,0.4610353410243988,"loan,financial,interest,income,value,security,asset,loss,rate,net"
13,0.5227933526039124,"loan,financial,interest,income,value,security,asset,loss,rate,net"
15,0.9976833462715149,"trust,interest,unit,property,royalty,net,gas,production,price,income"
8,0.6407753825187683,"company,property,interest,year,income,share,financial,lease,include,net"
13,0.433348149061203,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.5304127335548401,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.4736820459365845,"company,financial,year,stock,service,revenue,include,market,may,business"
13,0.49419105052948,"loan,financial,interest,income,value,security,asset,loss,rate,net"
13,0.3421378433704376,"loan,financial,interest,income,value,security,asset,loss,rate,net"
18,0.4539697766304016,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
18,0.8843390941619873,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.3538706600666046,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.9997650980949402,"company,financial,bank,may,loan,report,capital,institution,include,risk"
18,0.9550756216049194,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
3,0.44416359066963196,"company,loan,interest,financial,note,share,statement,agreement,real,director"
2,0.8335556387901306,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.8729149103164673,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.9818242788314819,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.7576576471328735,"company,financial,year,stock,service,revenue,include,market,may,business"
4,0.8945912718772888,"company,financial,year,stock,service,revenue,include,market,may,business"
13,0.5393654704093933,"loan,financial,interest,income,value,security,asset,loss,rate,net"
8,0.9653699994087219,"company,property,interest,year,income,share,financial,lease,include,net"
4,0.7407534718513489,"company,financial,year,stock,service,revenue,include,market,may,business"
0,0.9997088313102722,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.8118872046470642,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.9211952090263367,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.9403157234191895,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.5491851568222046,"company,financial,year,stock,service,revenue,include,market,may,business"
0,0.558347761631012,"company,financial,bank,may,loan,report,capital,institution,include,risk"
8,0.9132762551307678,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.8300061821937561,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.7080953121185303,"loan,financial,interest,income,value,security,asset,loss,rate,net"
6,0.5351420640945435,"merchant,sale,year,stock,share,company,financial,cost,may,include"
13,0.445919007062912,"loan,financial,interest,income,value,security,asset,loss,rate,net"
18,0.9865144491195679,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
1,0.8831896185874939,"insurance,company,loss,financial,year,value,premium,claim,mortgage,net"
19,0.6186692714691162,"loan,interest,company,asset,financial,loss,security,value,rate,year"
15,0.9927326440811157,"trust,interest,unit,property,royalty,net,gas,production,price,income"
18,0.6770737767219543,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
0,0.9307589530944824,"company,financial,bank,may,loan,report,capital,institution,include,risk"
0,0.5104998350143433,"company,financial,bank,may,loan,report,capital,institution,include,risk"
10,0.5057355761528015,"loan,credit,value,loss,interest,asset,include,rate,net,income"
18,0.7940163016319275,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
13,0.5236934423446655,"loan,financial,interest,income,value,security,asset,loss,rate,net"
1,0.5561730265617371,"insurance,company,loss,financial,year,value,premium,claim,mortgage,net"
7,0.8156329393386841,"none,property,income,note,lease,cost,stock,acquisition,improvement,date"
8,0.6139559745788574,"company,property,interest,year,income,share,financial,lease,include,net"
11,0.6334261894226074,"investment,company,fund,financial,asset,share,income,net,year,management"
13,0.7781283855438232,"loan,financial,interest,income,value,security,asset,loss,rate,net"
0,0.8755559921264648,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.7442895770072937,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.6042122840881348,"company,financial,year,stock,service,revenue,include,market,may,business"
17,0.9866957068443298,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
19,0.6782386898994446,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7658077478408813,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.8610315918922424,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.6298888325691223,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.9723320007324219,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.9030258655548096,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
10,0.7036173343658447,"loan,credit,value,loss,interest,asset,include,rate,net,income"
17,0.9999733567237854,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
11,0.5798737406730652,"investment,company,fund,financial,asset,share,income,net,year,management"
0,0.9214032888412476,"company,financial,bank,may,loan,report,capital,institution,include,risk"
4,0.5227252840995789,"company,financial,year,stock,service,revenue,include,market,may,business"
13,0.6185072064399719,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.36410456895828247,"loan,interest,company,asset,financial,loss,security,value,rate,year"
17,0.7764419913291931,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
0,0.9889883995056152,"company,financial,bank,may,loan,report,capital,institution,include,risk"
0,0.49772268533706665,"company,financial,bank,may,loan,report,capital,institution,include,risk"
14,0.3322756588459015,"credit,financial,year,cash,company,interest,income,sale,end,loan"
4,0.6854434609413147,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.7640311121940613,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.8833090662956238,"company,property,interest,year,income,share,financial,lease,include,net"
4,0.5504446625709534,"company,financial,year,stock,service,revenue,include,market,may,business"
11,0.46311870217323303,"investment,company,fund,financial,asset,share,income,net,year,management"
19,0.8514246940612793,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7683210968971252,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.484319806098938,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.7931368350982666,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.895258367061615,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.5380460023880005,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.4044623374938965,"loan,financial,interest,income,value,security,asset,loss,rate,net"
8,0.5578575730323792,"company,property,interest,year,income,share,financial,lease,include,net"
0,0.9542528986930847,"company,financial,bank,may,loan,report,capital,institution,include,risk"
11,0.8978478312492371,"investment,company,fund,financial,asset,share,income,net,year,management"
4,0.7311100363731384,"company,financial,year,stock,service,revenue,include,market,may,business"
18,0.8465020060539246,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.5218274593353271,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7796950936317444,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.6551346182823181,"company,financial,bank,may,loan,report,capital,institution,include,risk"
18,0.9311860799789429,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
12,0.4264686107635498,"property,may,interest,share,year,income,investment,value,rate,real"
0,0.6875369548797607,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.6518593430519104,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.999860942363739,"company,financial,bank,may,loan,report,capital,institution,include,risk"
4,0.630516767501831,"company,financial,year,stock,service,revenue,include,market,may,business"
14,0.44641169905662537,"credit,financial,year,cash,company,interest,income,sale,end,loan"
13,0.9305784106254578,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.8383064866065979,"loan,interest,company,asset,financial,loss,security,value,rate,year"
3,0.47552037239074707,"company,loan,interest,financial,note,share,statement,agreement,real,director"
19,0.6742079854011536,"loan,interest,company,asset,financial,loss,security,value,rate,year"
11,0.8738030791282654,"investment,company,fund,financial,asset,share,income,net,year,management"
4,0.7898802757263184,"company,financial,year,stock,service,revenue,include,market,may,business"
16,0.512376606464386,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
17,0.9420742988586426,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
8,0.5281816124916077,"company,property,interest,year,income,share,financial,lease,include,net"
13,0.49627313017845154,"loan,financial,interest,income,value,security,asset,loss,rate,net"
18,0.8126236796379089,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
18,0.7947594523429871,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
4,0.4483349919319153,"company,financial,year,stock,service,revenue,include,market,may,business"
8,0.8768454790115356,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.8464263677597046,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.6914489269256592,"company,financial,year,stock,service,revenue,include,market,may,business"
8,0.7021896243095398,"company,property,interest,year,income,share,financial,lease,include,net"
16,0.38458600640296936,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
19,0.8112310171127319,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.6391602754592896,"loan,financial,interest,income,value,security,asset,loss,rate,net"
18,0.5581001043319702,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
8,0.9267697930335999,"company,property,interest,year,income,share,financial,lease,include,net"
8,0.7817779183387756,"company,property,interest,year,income,share,financial,lease,include,net"
8,0.7795171737670898,"company,property,interest,year,income,share,financial,lease,include,net"
16,0.3860223591327667,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
19,0.49236366152763367,"loan,interest,company,asset,financial,loss,security,value,rate,year"
11,0.3777935802936554,"investment,company,fund,financial,asset,share,income,net,year,management"
16,0.3295165002346039,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
19,0.9375030398368835,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.49370890855789185,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.4957687258720398,"loan,interest,company,asset,financial,loss,security,value,rate,year"
15,0.7612574100494385,"trust,interest,unit,property,royalty,net,gas,production,price,income"
13,0.5442281365394592,"loan,financial,interest,income,value,security,asset,loss,rate,net"
8,0.9649713635444641,"company,property,interest,year,income,share,financial,lease,include,net"
8,0.9345377087593079,"company,property,interest,year,income,share,financial,lease,include,net"
11,0.4993080496788025,"investment,company,fund,financial,asset,share,income,net,year,management"
19,0.4323124885559082,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.4242817461490631,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7478629946708679,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.8903820514678955,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.5158217549324036,"loan,interest,company,asset,financial,loss,security,value,rate,year"
11,0.8690106868743896,"investment,company,fund,financial,asset,share,income,net,year,management"
8,0.9924691319465637,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.7732188701629639,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.5514633655548096,"company,financial,bank,may,loan,report,capital,institution,include,risk"
0,0.9616716504096985,"company,financial,bank,may,loan,report,capital,institution,include,risk"
8,0.8918368220329285,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.6207678914070129,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.8208522200584412,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.6460405588150024,"loan,financial,interest,income,value,security,asset,loss,rate,net"
0,0.5415782332420349,"company,financial,bank,may,loan,report,capital,institution,include,risk"
14,0.5606546401977539,"credit,financial,year,cash,company,interest,income,sale,end,loan"
19,0.7017461657524109,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.7150762677192688,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
18,0.748263418674469,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.752799391746521,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.7612238526344299,"company,financial,bank,may,loan,report,capital,institution,include,risk"
11,0.9031600952148438,"investment,company,fund,financial,asset,share,income,net,year,management"
2,0.8629065752029419,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.6592711806297302,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7090140581130981,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.3964576721191406,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.5159621238708496,"loan,interest,company,asset,financial,loss,security,value,rate,year"
10,0.45616093277931213,"loan,credit,value,loss,interest,asset,include,rate,net,income"
19,0.7890809774398804,"loan,interest,company,asset,financial,loss,security,value,rate,year"
17,0.9715133309364319,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
13,0.8701360821723938,"loan,financial,interest,income,value,security,asset,loss,rate,net"
14,0.8237389326095581,"credit,financial,year,cash,company,interest,income,sale,end,loan"
19,0.5618726015090942,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.6334266662597656,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.7332748174667358,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.6771659255027771,"loan,interest,company,asset,financial,loss,security,value,rate,year"
18,0.9550286531448364,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
18,0.5842547416687012,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
13,0.5791562795639038,"loan,financial,interest,income,value,security,asset,loss,rate,net"
14,0.5653491020202637,"credit,financial,year,cash,company,interest,income,sale,end,loan"
13,0.7412859797477722,"loan,financial,interest,income,value,security,asset,loss,rate,net"
13,0.5590864419937134,"loan,financial,interest,income,value,security,asset,loss,rate,net"
12,0.6582136154174805,"property,may,interest,share,year,income,investment,value,rate,real"
19,0.6420003175735474,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.7789041996002197,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.6956276297569275,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.876291811466217,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.7425486445426941,"loan,interest,company,asset,financial,loss,security,value,rate,year"
1,0.3890528678894043,"insurance,company,loss,financial,year,value,premium,claim,mortgage,net"
19,0.8247196078300476,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.7824145555496216,"loan,financial,interest,income,value,security,asset,loss,rate,net"
13,0.7355015873908997,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.7231244444847107,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.6374217867851257,"company,financial,year,stock,service,revenue,include,market,may,business"
14,0.3525834381580353,"credit,financial,year,cash,company,interest,income,sale,end,loan"
19,0.8301072716712952,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.777756929397583,"company,financial,bank,may,loan,report,capital,institution,include,risk"
12,0.9854713678359985,"property,may,interest,share,year,income,investment,value,rate,real"
0,0.9997729659080505,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.9045172929763794,"loan,interest,company,asset,financial,loss,security,value,rate,year"
0,0.9999000430107117,"company,financial,bank,may,loan,report,capital,institution,include,risk"
12,0.4100795090198517,"property,may,interest,share,year,income,investment,value,rate,real"
2,0.6749597787857056,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
13,0.6599141955375671,"loan,financial,interest,income,value,security,asset,loss,rate,net"
13,0.6284809708595276,"loan,financial,interest,income,value,security,asset,loss,rate,net"
13,0.610584020614624,"loan,financial,interest,income,value,security,asset,loss,rate,net"
13,0.6489083766937256,"loan,financial,interest,income,value,security,asset,loss,rate,net"
13,0.8930106163024902,"loan,financial,interest,income,value,security,asset,loss,rate,net"
3,0.5820843577384949,"company,loan,interest,financial,note,share,statement,agreement,real,director"
19,0.7590399980545044,"loan,interest,company,asset,financial,loss,security,value,rate,year"
11,0.8329201340675354,"investment,company,fund,financial,asset,share,income,net,year,management"
8,0.7839715480804443,"company,property,interest,year,income,share,financial,lease,include,net"
18,0.6276797652244568,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
0,0.6864157319068909,"company,financial,bank,may,loan,report,capital,institution,include,risk"
18,0.6115354895591736,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
19,0.5645617842674255,"loan,interest,company,asset,financial,loss,security,value,rate,year"
2,0.8853150606155396,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
19,0.6160192489624023,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.810478687286377,"loan,interest,company,asset,financial,loss,security,value,rate,year"
12,0.47982481122016907,"property,may,interest,share,year,income,investment,value,rate,real"
19,0.4993622601032257,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.8660760521888733,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.8069952130317688,"loan,interest,company,asset,financial,loss,security,value,rate,year"
14,0.779064953327179,"credit,financial,year,cash,company,interest,income,sale,end,loan"
18,0.8060721755027771,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
18,0.9270907640457153,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
18,0.5859230160713196,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
13,0.881906270980835,"loan,financial,interest,income,value,security,asset,loss,rate,net"
13,0.700573205947876,"loan,financial,interest,income,value,security,asset,loss,rate,net"
19,0.45610377192497253,"loan,interest,company,asset,financial,loss,security,value,rate,year"
16,0.6786472797393799,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
19,0.5718370676040649,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.5841279625892639,"company,financial,year,stock,service,revenue,include,market,may,business"
3,0.6542834043502808,"company,loan,interest,financial,note,share,statement,agreement,real,director"
19,0.7797250747680664,"loan,interest,company,asset,financial,loss,security,value,rate,year"
11,0.9091275334358215,"investment,company,fund,financial,asset,share,income,net,year,management"
19,0.711214005947113,"loan,interest,company,asset,financial,loss,security,value,rate,year"
8,0.7651492357254028,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.7296507954597473,"loan,interest,company,asset,financial,loss,security,value,rate,year"
15,0.31244131922721863,"trust,interest,unit,property,royalty,net,gas,production,price,income"
8,0.6685861945152283,"company,property,interest,year,income,share,financial,lease,include,net"
3,0.5320096015930176,"company,loan,interest,financial,note,share,statement,agreement,real,director"
4,0.9032045006752014,"company,financial,year,stock,service,revenue,include,market,may,business"
18,0.6210850477218628,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
3,0.3371051847934723,"company,loan,interest,financial,note,share,statement,agreement,real,director"
11,0.822030246257782,"investment,company,fund,financial,asset,share,income,net,year,management"
4,0.8421887159347534,"company,financial,year,stock,service,revenue,include,market,may,business"
12,0.8461242318153381,"property,may,interest,share,year,income,investment,value,rate,real"
8,0.4889330565929413,"company,property,interest,year,income,share,financial,lease,include,net"
19,0.913539707660675,"loan,interest,company,asset,financial,loss,security,value,rate,year"
4,0.5864084959030151,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.6013185381889343,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.7284848093986511,"loan,financial,interest,income,value,security,asset,loss,rate,net"
3,0.6451272964477539,"company,loan,interest,financial,note,share,statement,agreement,real,director"
19,0.7391575574874878,"loan,interest,company,asset,financial,loss,security,value,rate,year"
16,0.5676783323287964,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
4,0.8742744326591492,"company,financial,year,stock,service,revenue,include,market,may,business"
16,0.6038504242897034,"value,asset,financial,loss,interest,security,investment,note,credit,fair"
2,0.5085524320602417,"company,investment,value,security,insurance,financial,income,loss,benefit,asset"
0,0.8045031428337097,"company,financial,bank,may,loan,report,capital,institution,include,risk"
13,0.8832007646560669,"loan,financial,interest,income,value,security,asset,loss,rate,net"
11,0.4743902385234833,"investment,company,fund,financial,asset,share,income,net,year,management"
4,0.6328229308128357,"company,financial,year,stock,service,revenue,include,market,may,business"
19,0.6938961744308472,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.6257892847061157,"loan,financial,interest,income,value,security,asset,loss,rate,net"
18,0.9386351108551025,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
0,0.6361051201820374,"company,financial,bank,may,loan,report,capital,institution,include,risk"
18,0.8382593989372253,"loss,company,year,insurance,net,investment,premium,financial,business,reinsurance"
12,0.8632143139839172,"property,may,interest,share,year,income,investment,value,rate,real"
17,0.9717288613319397,"investment,company,value,may,interest,stock,income,portfolio,net,asset"
4,0.7198894619941711,"company,financial,year,stock,service,revenue,include,market,may,business"
0,0.7350566983222961,"company,financial,bank,may,loan,report,capital,institution,include,risk"
0,0.8530487418174744,"company,financial,bank,may,loan,report,capital,institution,include,risk"
19,0.887604832649231,"loan,interest,company,asset,financial,loss,security,value,rate,year"
19,0.6616740226745605,"loan,interest,company,asset,financial,loss,security,value,rate,year"
13,0.6936163902282715,"loan,financial,interest,income,value,security,asset,loss,rate,net"
4,0.455341637134552,"company,financial,year,stock,service,revenue,include,market,may,business"
